rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,x893675,1151,31.33678,1151,31.33678,3673
2,moweiwei,520,14.15736,1671,45.49415,3673
3,lysign,482,13.12279,2153,58.61693,3673
4,lixd,395,10.75415,2548,69.37109,3673
5,zhuzhenfan,267,7.26926,2815,76.64035,3673
6,qinyer,239,6.50694,3054,83.14729,3673
7,Xvv-v,163,4.43779,3217,87.58508,3673
8,Metrora,123,3.34876,3340,90.93384,3673
9,Mengchenchen,90,2.45031,3430,93.38415,3673
10,sacredartr,81,2.20528,3511,95.58944,3673
11,lyp256,54,1.47019,3565,97.05962,3673
12,cmycoups,32,0.87122,3597,97.93085,3673
13,myuanying,15,0.40839,3612,98.33923,3673
14,xy2019devl,5,0.13613,3617,98.47536,3673
15,simonyangcj,3,0.08168,3620,98.55704,3673
16,btcoolboy,2,0.05445,3622,98.61149,3673
17,ShyunnY,1,0.02723,3623,98.63871,3673
