rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,jeckersb,651,9.16901,651,9.16901,7100
2,jmarrero,396,5.57746,1047,14.74648,7100
3,omertuc,325,4.57746,1372,19.32394,7100
4,henrywang,210,2.95775,1582,22.28169,7100
5,ckyrouac,155,2.18310,1737,24.46479,7100
6,lukewarmtemp,62,0.87324,1799,25.33803,7100
7,antheas,57,0.80282,1856,26.14085,7100
8,djach7,54,0.76056,1910,26.90141,7100
9,allisonkarlitskaya,29,0.40845,1939,27.30986,7100
10,prestist,26,0.36620,1965,27.67606,7100
11,travier,25,0.35211,1990,28.02817,7100
12,ondrejbudai,24,0.33803,2014,28.36620,7100
13,p5,15,0.21127,2029,28.57746,7100
14,mrguitar,13,0.18310,2042,28.76056,7100
15,ggiguash,12,0.16901,2054,28.92958,7100
16,HuijingHei,12,0.16901,2066,29.09859,7100
17,prydom,12,0.16901,2078,29.26761,7100
18,lmilbaum,11,0.15493,2089,29.42254,7100
19,imbev,10,0.14085,2099,29.56338,7100
20,spmfox,10,0.14085,2109,29.70423,7100
21,PaulYuuu,9,0.12676,2118,29.83099,7100
22,achilleas-k,8,0.11268,2126,29.94366,7100
23,jbtrystram,8,0.11268,2134,30.05634,7100
24,germag,7,0.09859,2141,30.15493,7100
25,beav,6,0.08451,2147,30.23944,7100
26,nothingneko,6,0.08451,2153,30.32394,7100
27,m8ram,5,0.07042,2158,30.39437,7100
28,scottcwang,5,0.07042,2163,30.46479,7100
29,sigulete,5,0.07042,2168,30.53521,7100
30,apollo13,4,0.05634,2172,30.59155,7100
31,GrabbenD,4,0.05634,2176,30.64789,7100
32,karelvanhecke,4,0.05634,2180,30.70423,7100
33,LukeShortCloud,4,0.05634,2184,30.76056,7100
34,ravanelli,4,0.05634,2188,30.81690,7100
35,ryanabx,4,0.05634,2192,30.87324,7100
36,akdev1l,3,0.04225,2195,30.91549,7100
37,aphedges,3,0.04225,2198,30.95775,7100
38,closet6,3,0.04225,2201,31.00000,7100
39,dchen5022,3,0.04225,2204,31.04225,7100
40,hanulec,3,0.04225,2207,31.08451,7100
41,ianballou,3,0.04225,2210,31.12676,7100
42,Mstrodl,3,0.04225,2213,31.16901,7100
43,oglok,3,0.04225,2216,31.21127,7100
44,Perpixel,3,0.04225,2219,31.25352,7100
45,say-paul,3,0.04225,2222,31.29577,7100
46,tulilirockz,3,0.04225,2225,31.33803,7100
47,vkrizan,3,0.04225,2228,31.38028,7100
48,amisskii,2,0.02817,2230,31.40845,7100
49,richardfontana,2,0.02817,2232,31.43662,7100
50,stephan-tolksdorf,2,0.02817,2234,31.46479,7100
51,bcl,1,0.01408,2235,31.47887,7100
52,c4rt0,1,0.01408,2236,31.49296,7100
53,cdoern,1,0.01408,2237,31.50704,7100
54,cheese,1,0.01408,2238,31.52113,7100
55,cheesesashimi,1,0.01408,2239,31.53521,7100
56,Dianne087,1,0.01408,2240,31.54930,7100
57,ehdis,1,0.01408,2241,31.56338,7100
58,evan-goode,1,0.01408,2242,31.57746,7100
59,fiftydinar,1,0.01408,2243,31.59155,7100
60,hanthor,1,0.01408,2244,31.60563,7100
61,jerpeter1,1,0.01408,2245,31.61972,7100
62,lachmanfrantisek,1,0.01408,2246,31.63380,7100
63,lgarbarini,1,0.01408,2247,31.64789,7100
64,Malix-Labs,1,0.01408,2248,31.66197,7100
65,marcoh00,1,0.01408,2249,31.67606,7100
66,miscing,1,0.01408,2250,31.69014,7100
67,Odilhao,1,0.01408,2251,31.70423,7100
68,plnordquist,1,0.01408,2252,31.71831,7100
69,prb112,1,0.01408,2253,31.73239,7100
70,ProbstDJakob,1,0.01408,2254,31.74648,7100
71,SeanMooney,1,0.01408,2255,31.76056,7100
72,septatrix,1,0.01408,2256,31.77465,7100
73,srstsavage,1,0.01408,2257,31.78873,7100
74,supakeen,1,0.01408,2258,31.80282,7100
75,thrix,1,0.01408,2259,31.81690,7100
76,Tronde,1,0.01408,2260,31.83099,7100
77,ver4a,1,0.01408,2261,31.84507,7100
78,xlionjuan,1,0.01408,2262,31.85915,7100
79,yasminvalim,1,0.01408,2263,31.87324,7100
80,ygalblum,1,0.01408,2264,31.88732,7100
