rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,LiZhenCheng9527,1165,12.08882,1165,12.08882,9637
2,nlgwcy,838,8.69565,2003,20.78448,9637
3,lec-bit,475,4.92892,2478,25.71340,9637
4,Okabe-Rintarou-0,355,3.68372,2833,29.39712,9637
5,supercharge-xsy,343,3.55920,3176,32.95631,9637
6,tacslon,292,3.02999,3468,35.98630,9637
7,weli-l,285,2.95735,3753,38.94365,9637
8,kwb0523,241,2.50078,3994,41.44443,9637
9,bitcoffeeiux,173,1.79516,4167,43.23960,9637
10,bfforever,141,1.46311,4308,44.70271,9637
11,yuanqijing,89,0.92352,4397,45.62623,9637
12,noobwei,57,0.59147,4454,46.21770,9637
13,VanderChen,51,0.52921,4505,46.74691,9637
14,PerforMance308,41,0.42544,4546,47.17236,9637
15,skwwwwww,30,0.31130,4576,47.48366,9637
16,codesmith25103,19,0.19716,4595,47.68081,9637
17,thebigbone,18,0.18678,4613,47.86759,9637
18,SpongeBob0318,15,0.15565,4628,48.02324,9637
19,jiayoukun,14,0.14527,4642,48.16852,9637
20,am6737,12,0.12452,4654,48.29304,9637
21,byhlel,10,0.10377,4664,48.39680,9637
22,tmodak27,10,0.10377,4674,48.50057,9637
23,yuluo-yx,10,0.10377,4684,48.60434,9637
24,yanchaomei,9,0.09339,4693,48.69773,9637
25,kangmingfa,8,0.08301,4701,48.78074,9637
26,xsyl1124,7,0.07264,4708,48.85338,9637
27,Recxsmacx,6,0.06226,4714,48.91564,9637
28,ghtian123,5,0.05188,4719,48.96752,9637
29,jezhang2014,4,0.04151,4723,49.00903,9637
30,ravaga,3,0.03113,4726,49.04016,9637
31,RicoloveFeng,3,0.03113,4729,49.07129,9637
32,lhy9816,2,0.02075,4731,49.09204,9637
33,ahmar7,1,0.01038,4732,49.10242,9637
34,gczz2022,1,0.01038,4733,49.11279,9637
35,Shuimo03,1,0.01038,4734,49.12317,9637
36,xlbwcylqz,1,0.01038,4735,49.13355,9637
