rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,ramantehlan,432,39.05967,432,39.05967,1106
2,shubhamrai1993,311,28.11935,743,67.17902,1106
3,Maanas-23,158,14.28571,901,81.46474,1106
4,rethil,72,6.50995,973,87.97468,1106
5,innoavator,32,2.89331,1005,90.86799,1106
6,ishaan-tf,16,1.44665,1021,92.31465,1106
7,DeeAjayi,13,1.17541,1034,93.49005,1106
8,quentinplessis,8,0.72333,1042,94.21338,1106
9,christensenjairus,4,0.36166,1046,94.57505,1106
10,maanas-23,4,0.36166,1050,94.93671,1106
11,Princekumarofficial,3,0.27125,1053,95.20796,1106
12,languitar,2,0.18083,1055,95.38879,1106
13,thenilayagarwal,2,0.18083,1057,95.56962,1106
14,efasel,1,0.09042,1058,95.66004,1106
15,fighterhit,1,0.09042,1059,95.75045,1106
16,GowthamG30,1,0.09042,1060,95.84087,1106
17,hylent,1,0.09042,1061,95.93128,1106
18,mittal-ishaan,1,0.09042,1062,96.02170,1106
