rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,ty-dc,2167,8.01494,2167,8.01494,27037
2,Icarus9913,1860,6.87946,4027,14.89440,27037
3,bzsuni,1530,5.65891,5557,20.55332,27037
4,iiiceoo,1273,4.70836,6830,25.26168,27037
5,dcwbq,681,2.51877,7511,27.78045,27037
6,ii2day,236,0.87288,7747,28.65333,27037
7,Jeanine-tw,202,0.74712,7949,29.40045,27037
8,AltarIbnL,47,0.17384,7996,29.57429,27037
9,Roronoa-Z3r0,46,0.17014,8042,29.74442,27037
10,Stella0621,33,0.12205,8075,29.86648,27037
11,Aoisop,8,0.02959,8083,29.89607,27037
12,yylt,8,0.02959,8091,29.92566,27037
13,hansedong,5,0.01849,8096,29.94415,27037
14,swatchgame,5,0.01849,8101,29.96264,27037
15,Yanansn,4,0.01479,8105,29.97744,27037
16,elon-lo,3,0.01110,8108,29.98853,27037
17,Hobbey,3,0.01110,8111,29.99963,27037
18,lawsonlawson9986,3,0.01110,8114,30.01073,27037
19,roronoa-z3r0,3,0.01110,8117,30.02182,27037
20,siusiucc,3,0.01110,8120,30.03292,27037
21,BurlyLuo,2,0.00740,8122,30.04032,27037
22,butterflyJuly666,2,0.00740,8124,30.04771,27037
23,iiiabc,2,0.00740,8126,30.05511,27037
24,luxinglei,2,0.00740,8128,30.06251,27037
25,twoodpecker,2,0.00740,8130,30.06990,27037
26,xiajieok,2,0.00740,8132,30.07730,27037
27,AiTaoya,1,0.00370,8133,30.08100,27037
28,chong19951021,1,0.00370,8134,30.08470,27037
29,san3Xian,1,0.00370,8135,30.08840,27037
30,wholj,1,0.00370,8136,30.09210,27037
31,windyIslands,1,0.00370,8137,30.09579,27037
32,WinnerLavie,1,0.00370,8138,30.09949,27037
33,yldian,1,0.00370,8139,30.10319,27037
