rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,ruokun-niu,510,38.17365,510,38.17365,1336
2,danielgerlag,440,32.93413,950,71.10778,1336
3,agentofreality,161,12.05090,1111,83.15868,1336
4,amansinghoriginal,99,7.41018,1210,90.56886,1336
5,NValsan,87,6.51198,1297,97.08084,1336
6,sjrusso8,11,0.82335,1308,97.90419,1336
7,tiagomelo,7,0.52395,1315,98.42814,1336
8,haoxins,5,0.37425,1320,98.80240,1336
9,markjgardner,5,0.37425,1325,99.17665,1336
10,aravind-venkedeshwaran,4,0.29940,1329,99.47605,1336
11,sdil,2,0.14970,1331,99.62575,1336
