rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,szbr9486,1710,29.60014,1710,29.60014,5777
2,bigbigxu,1371,23.73204,3081,53.33218,5777
3,lzjqsdd,1186,20.52969,4267,73.86187,5777
4,jlon,521,9.01852,4788,82.88039,5777
5,thuongle2210,225,3.89476,5013,86.77514,5777
6,yangyang233333,115,1.99065,5128,88.76580,5777
7,LJF-050,72,1.24632,5200,90.01212,5777
8,yangcx000,64,1.10784,5264,91.11996,5777
9,ziqonghuang,64,1.10784,5328,92.22780,5777
10,gongxun0928,47,0.81357,5375,93.04137,5777
11,201341,45,0.77895,5420,93.82032,5777
12,Coderlxl,30,0.51930,5450,94.33962,5777
13,ligeng8848,27,0.46737,5477,94.80699,5777
14,cxzl25,25,0.43275,5502,95.23974,5777
15,yiminghub2024,14,0.24234,5516,95.48208,5777
16,ljy1-lixing,13,0.22503,5529,95.70711,5777
17,sjoss,9,0.15579,5538,95.86290,5777
18,barry1011,6,0.10386,5544,95.96676,5777
19,hishope,6,0.10386,5550,96.07062,5777
20,nvbkdw,6,0.10386,5556,96.17449,5777
21,NolanHo,5,0.08655,5561,96.26104,5777
22,wubx,5,0.08655,5566,96.34759,5777
23,,3,0.05193,5569,96.39952,5777
24,huchenchen1991,3,0.05193,5572,96.45145,5777
25,stan2133,3,0.05193,5575,96.50338,5777
26,SteveLauC,3,0.05193,5578,96.55531,5777
27,codecoron,2,0.03462,5580,96.58993,5777
28,CookiePieWw,2,0.03462,5582,96.62455,5777
29,FMX,2,0.03462,5584,96.65917,5777
30,QuantumBear,2,0.03462,5586,96.69379,5777
31,shaynewq,2,0.03462,5588,96.72841,5777
32,yangyuxia,2,0.03462,5590,96.76303,5777
33,yuw1,2,0.03462,5592,96.79765,5777
34,zhouaoe,2,0.03462,5594,96.83227,5777
35,zztaki,2,0.03462,5596,96.86689,5777
36,aryanbrite,1,0.01731,5597,96.88420,5777
37,asmita-saha-07,1,0.01731,5598,96.90151,5777
38,codenohup,1,0.01731,5599,96.91882,5777
39,hellokitty,1,0.01731,5600,96.93613,5777
40,RPG-Nia,1,0.01731,5601,96.95344,5777
41,tomscut,1,0.01731,5602,96.97075,5777
42,xiaoluozai,1,0.01731,5603,96.98806,5777
