rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,localvar,2562,18.17666,2562,18.17666,14095
2,suchen-sci,1653,11.72756,4215,29.90422,14095
3,haoel,1594,11.30897,5809,41.21320,14095
4,zhao-kun,1472,10.44342,7281,51.65662,14095
5,xxx7xxxx,1372,9.73395,8653,61.39056,14095
6,benja-wu,688,4.88116,9341,66.27173,14095
7,observeralone,494,3.50479,9835,69.77652,14095
8,samutamm,482,3.41965,10317,73.19617,14095
9,Oseenix,474,3.36289,10791,76.55906,14095
10,megaeasex,452,3.20681,11243,79.76587,14095
11,akwei,367,2.60376,11610,82.36963,14095
12,proditis,274,1.94395,11884,84.31359,14095
13,samanhappy,199,1.41185,12083,85.72543,14095
14,landyking,164,1.16353,12247,86.88897,14095
15,qdongxu,118,0.83718,12365,87.72614,14095
16,jxd134,109,0.77332,12474,88.49947,14095
17,sodaRyCN,93,0.65981,12567,89.15928,14095
18,jthann,84,0.59596,12651,89.75523,14095
19,zouyingjie,66,0.46825,12717,90.22348,14095
20,aniaan,57,0.40440,12774,90.62788,14095
21,zhongl,57,0.40440,12831,91.03228,14095
22,hhhcj,49,0.34764,12880,91.37992,14095
23,LokiWager,41,0.29088,12921,91.67081,14095
24,brzyangg,40,0.28379,12961,91.95459,14095
25,Loyalsoldier,32,0.22703,12993,92.18162,14095
26,nullsimon,30,0.21284,13023,92.39447,14095
27,derik93,26,0.18446,13049,92.57893,14095
28,grootpiano,26,0.18446,13075,92.76339,14095
29,oewang,25,0.17737,13100,92.94076,14095
30,godruoyi,20,0.14189,13120,93.08265,14095
31,zeying-wang,20,0.14189,13140,93.22455,14095
32,cyrnicolase,18,0.12770,13158,93.35225,14095
33,xmh19936688,18,0.12770,13176,93.47996,14095
34,codering,16,0.11352,13192,93.59347,14095
35,hongery,15,0.10642,13207,93.69989,14095
36,Jack47,15,0.10642,13222,93.80631,14095
37,martinou,15,0.10642,13237,93.91274,14095
38,Zhang21,14,0.09933,13251,94.01206,14095
39,fsckzy,13,0.09223,13264,94.10429,14095
