rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,ashnamehrotra,182,12.54307,182,12.54307,1451
2,L3m0nb4tt3ry,4,0.27567,186,12.81875,1451
3,smurawski,4,0.27567,190,13.09442,1451
4,clma91,2,0.13784,192,13.23225,1451
5,pauldotyu,2,0.13784,194,13.37009,1451
6,wirelessben,2,0.13784,196,13.50793,1451
7,damienpontifex,1,0.06892,197,13.57684,1451
8,michaelcfanning,1,0.06892,198,13.64576,1451
9,slowjoe007,1,0.06892,199,13.71468,1451
10,suhuruli,1,0.06892,200,13.78360,1451
11,y4ney,1,0.06892,201,13.85252,1451
