rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,stianst,23696,14.53163,23696,14.53163,163065
2,jonkoops,12336,7.56508,36032,22.09671,163065
3,mposolda,11920,7.30997,47952,29.40668,163065
4,pedroigor,8962,5.49597,56914,34.90265,163065
5,hmlnarik,8458,5.18689,65372,40.08953,163065
6,edewit,6435,3.94628,71807,44.03581,163065
7,ssilvert,5858,3.59243,77665,47.62825,163065
8,abstractj,5627,3.45077,83292,51.07902,163065
9,patriot1burke,3765,2.30890,87057,53.38791,163065
10,mhajas,3184,1.95260,90241,55.34051,163065
11,andymunro,2903,1.78027,93144,57.12078,163065
12,tnorimat,2848,1.74654,95992,58.86732,163065
13,vramik,2479,1.52025,98471,60.38758,163065
14,DGuhr,2073,1.27127,100544,61.65885,163065
15,andreaTP,1851,1.13513,102395,62.79398,163065
16,mabartos,1734,1.06338,104129,63.85736,163065
17,martin-kanis,1494,0.91620,105623,64.77356,163065
18,jenny-s51,1393,0.85426,107016,65.62782,163065
19,mfrances17,1292,0.79232,108308,66.42014,163065
20,sguilhen,1274,0.78128,109582,67.20142,163065
21,agagancarczyk,1091,0.66906,110673,67.87048,163065
22,pdrozd,950,0.58259,111623,68.45307,163065
23,xianli123,878,0.53844,112501,68.99151,163065
24,kami619,727,0.44583,113228,69.43734,163065
25,matthewhelmke,674,0.41333,113902,69.85067,163065
26,iankko,611,0.37470,114513,70.22537,163065
27,rmartinc,608,0.37286,115121,70.59823,163065
28,sschu,504,0.30908,115625,70.90731,163065
29,tkyjovsk,437,0.26799,116062,71.17530,163065
30,yih-wang,429,0.26309,116491,71.43838,163065
31,velias,388,0.23794,116879,71.67633,163065
32,Aboullos,379,0.23242,117258,71.90875,163065
33,lhanusov,362,0.22200,117620,72.13075,163065
34,miquelsi,342,0.20973,117962,72.34048,163065
35,cgeorgilakis,335,0.20544,118297,72.54592,163065
36,srambach,322,0.19747,118619,72.74338,163065
37,k-tamura,296,0.18152,118915,72.92491,163065
38,Pepo48,292,0.17907,119207,73.10398,163065
39,lexcao,267,0.16374,119474,73.26772,163065
40,douglaspalmer,256,0.15699,119730,73.42471,163065
41,y-tabata,244,0.14963,119974,73.57434,163065
42,dteleguin,220,0.13492,120194,73.70926,163065
43,ikhomyn,219,0.13430,120413,73.84356,163065
44,pskopek,212,0.13001,120625,73.97357,163065
45,lscorcia,203,0.12449,120828,74.09806,163065
46,zak905,202,0.12388,121030,74.22194,163065
47,danielFesenmeyer,180,0.11039,121210,74.33232,163065
48,andre-nascimento-rh,176,0.10793,121386,74.44025,163065
49,girirajsharma,160,0.09812,121546,74.53837,163065
50,vanrar68,133,0.08156,121679,74.61994,163065
51,dominikkawka,126,0.07727,121805,74.69721,163065
52,bs-matil,107,0.06562,121912,74.76282,163065
53,cainj13,107,0.06562,122019,74.82844,163065
54,Captain1653,107,0.06562,122126,74.89406,163065
55,marcelomrwin,107,0.06562,122233,74.95968,163065
56,stelewis-redhat,104,0.06378,122337,75.02346,163065
57,nehachopra27,102,0.06255,122439,75.08601,163065
58,Cracky5457,101,0.06194,122540,75.14795,163065
59,slominskir,96,0.05887,122636,75.20682,163065
60,ebondu,95,0.05826,122731,75.26508,163065
61,trixpan,95,0.05826,122826,75.32334,163065
62,tyandor,95,0.05826,122921,75.38160,163065
63,davoustp,94,0.05765,123015,75.43924,163065
64,benjamin37,93,0.05703,123108,75.49627,163065
65,ioemat,93,0.05703,123201,75.55331,163065
66,dhx-teuto,91,0.05581,123292,75.60911,163065
67,sventorben,91,0.05581,123383,75.66492,163065
68,artur-baltabayev,90,0.05519,123473,75.72011,163065
69,drichtarik,90,0.05519,123563,75.77530,163065
70,wyvie,90,0.05519,123653,75.83050,163065
71,dasniko,87,0.05335,123740,75.88385,163065
72,junezhang,87,0.05335,123827,75.93720,163065
73,gerbermichi,86,0.05274,123913,75.98994,163065
74,glavoie,84,0.05151,123997,76.04146,163065
75,foo4u,83,0.05090,124080,76.09236,163065
76,ccopelloRH,82,0.05029,124162,76.14264,163065
77,zagaria,80,0.04906,124242,76.19170,163065
78,jbman,79,0.04845,124321,76.24015,163065
79,xgp,79,0.04845,124400,76.28860,163065
80,aasingh,78,0.04783,124478,76.33643,163065
81,david-rh,74,0.04538,124552,76.38181,163065
82,bobmcwhirter,71,0.04354,124623,76.42535,163065
83,guymoyo,71,0.04354,124694,76.46889,163065
84,clementcur,67,0.04109,124761,76.50998,163065
85,ynojima,67,0.04109,124828,76.55107,163065
86,christiemolloy,65,0.03986,124893,76.59093,163065
87,knutz3n,65,0.03986,124958,76.63079,163065
88,Michito-Okai,65,0.03986,125023,76.67065,163065
89,scranen,65,0.03986,125088,76.71051,163065
90,chameleon82,64,0.03925,125152,76.74976,163065
91,AlistairDoswald,63,0.03863,125215,76.78840,163065
92,pedro-hos,63,0.03863,125278,76.82703,163065
93,gtudan,62,0.03802,125340,76.86505,163065
94,CorneliaLahnsteiner,61,0.03741,125401,76.90246,163065
95,leischt,60,0.03680,125461,76.93926,163065
96,laskasn,59,0.03618,125520,76.97544,163065
97,Redhat-Alice,59,0.03618,125579,77.01162,163065
98,Martin-Idel-SI,58,0.03557,125637,77.04719,163065
99,ath88,57,0.03496,125694,77.08215,163065
100,mm-matthias,57,0.03496,125751,77.11710,163065
101,alechenninger,56,0.03434,125807,77.15144,163065
102,lkubik,56,0.03434,125863,77.18578,163065
103,antikalk,55,0.03373,125918,77.21951,163065
104,unly,55,0.03373,125973,77.25324,163065
105,yelhouti,55,0.03373,126028,77.28697,163065
106,grgrzybek,52,0.03189,126080,77.31886,163065
107,thielef,52,0.03189,126132,77.35075,163065
108,hokuda,51,0.03128,126183,77.38203,163065
109,darius-m,50,0.03066,126233,77.41269,163065
