rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,zong-zhe,996,16.37889,996,16.37889,6081
2,He1pa,346,5.68985,1342,22.06874,6081
3,amyXia1994,306,5.03207,1648,27.10081,6081
4,chai2010,259,4.25917,1907,31.35997,6081
5,ldxdl,201,3.30538,2108,34.66535,6081
6,NeverRaR,128,2.10492,2236,36.77027,6081
7,jakezhu9,36,0.59201,2272,37.36228,6081
8,nuaazz,22,0.36178,2294,37.72406,6081
9,ekkoful,16,0.26311,2310,37.98717,6081
10,xxmao123,16,0.26311,2326,38.25029,6081
11,my-vegetable-has-exploded,15,0.24667,2341,38.49696,6081
12,possible-fqz,13,0.21378,2354,38.71074,6081
13,harri2012,7,0.11511,2361,38.82585,6081
14,thinkrapido,7,0.11511,2368,38.94096,6081
15,zwpaper,5,0.08222,2373,39.02319,6081
16,starkers,4,0.06578,2377,39.08897,6081
17,elliotxx,3,0.04933,2380,39.13830,6081
18,i-zhen,3,0.04933,2383,39.18763,6081
19,ghpu,2,0.03289,2385,39.22052,6081
20,my-vegatable-has-exploded,2,0.03289,2387,39.25341,6081
21,yamin-oanda,2,0.03289,2389,39.28630,6081
22,christianknoepfle,1,0.01644,2390,39.30275,6081
23,CsBigDataHub,1,0.01644,2391,39.31919,6081
24,errord,1,0.01644,2392,39.33564,6081
25,kusion-docs,1,0.01644,2393,39.35208,6081
26,liangyuanpeng,1,0.01644,2394,39.36852,6081
27,matoous,1,0.01644,2395,39.38497,6081
28,mihaigalos,1,0.01644,2396,39.40141,6081
29,orangebees,1,0.01644,2397,39.41786,6081
30,xudaotutou,1,0.01644,2398,39.43430,6081
